#chromosome	start	end	crest	length	tcnNbrOfLoci	tcnMean	tcnNbrOfSNPs	tcnNbrOfHets	dhNbrOfLoci	map	dhMax	cluster	neighbour	distDH	errorSNP	distTcn	errorLength	totalError	minStart	maxStart	minStop	maxStop	area	peaks	meanCovT	meanCovB	tcnMeanRaw	AF	BAF	dhMean	c1Mean	c2Mean	A	B	genotype	TCN	CNA.type
9	116863150	118950011	DUP	2086863	31272	2.02648247	31180	1084	7877	mappable	0.06820921	1	self	0.000856610627	0.00085034014	0.04941993503	0.09527029	0.09612063	116863150	116863207	118949998	118950011	0.16165184	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
9	118950012	123260103	NA	4310092	63033	2.16958046	62838	2322	16079	mappable	0.06667674	8	NA	0.003456639592	0.00039729837	0.05245432682	0.09074704	0.09114433	118950012	118950025	123259962	123260244	0.15230427	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
9	123260103	123280013	NA	19911	225	2.14472948	224	4	72	mappable	0.06710000	7	NA	0.092121409189	0.20000000000	0.00745432682	0.14004349	0.34004349	123259962	123260244	123279982	123280013	NA	missing	712108.32	38.4491405	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	123280014	141019791	NA	17739779	241817	2.16958046	240358	9575	56209	mappable	0.06845000	8	edge	0.000028754956	0.00009064540	0.05963068125	0.08305481	0.08314545	123280014	123280045	141019791	141019791	0.16251697	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
X	2724856	55948004	NA	53223149	467975	1.25734634	467975	446	754	mappable	0.09927500	NA	NA	NA	NA	NA	NA	NA	2724856	2740111	55947989	55948004	0.21088466	1	429799.65	19.4733271	1.0909000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	55948005	58499983	CTX	2551979	22767	1.03025392	22767	9	36	mappable	0.15407500	NA	NA	NA	NA	NA	NA	NA	55948005	55948097	58499983	58499983	NA	missing	355524.42	14.7113555	0.8986000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	61750000	63850065	NA	2100066	21103	1.03013582	21103	6	29	mappable	0.09220000	NA	NA	NA	NA	NA	NA	NA	61750000	61750000	63849996	63850134	NA	missing	357108.01	15.9817302	0.8985000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	63850065	63859981	NA	9917	126	0.90779170	126	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	63849996	63850134	63859899	63859981	NA	missing	344158.00	NA	0.7949000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	63859982	63900020	NA	40039	299	1.12366531	299	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	63859982	63860064	63899943	63900097	NA	missing	360768.26	NA	0.9777000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	63900020	70849979	NA	6949960	59619	1.02316835	59619	49	77	mappable	0.19527500	NA	NA	NA	NA	NA	NA	NA	63899943	63900097	70849834	70849979	0.06025068	1	347927.17	17.3963587	0.8926000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	70849980	71095033	NA	245054	385	1.11339124	385	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	70849980	70850125	71079995	71110071	NA	missing	348774.14	NA	0.9690000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	71095033	88459980	NA	17364948	164281	1.03356052	164281	139	287	mappable	0.29450000	NA	NA	NA	NA	NA	NA	NA	71079995	71110071	88459980	88459980	0.27275748	1	357126.37	15.6242787	0.9014000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	88990017	89349936	NA	359920	1088	1.02375881	1088	0	1	mappable	NA	NA	NA	NA	NA	NA	NA	NA	88990017	88990017	89349936	89349936	NA	missing	352648.42	NA	0.8931000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	89349937	90140198	NA	790262	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	NA	NA	NA	NA	89349937	89349937	90140198	90140198	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	0	0	HomoDel
X	90140199	91529952	NA	1389754	5101	1.02045222	5101	1	8	mappable	0.10000000	NA	NA	NA	NA	NA	NA	NA	90140199	90140199	91529952	91529952	NA	missing	352697.35	15.8713808	0.8903000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	91529953	92379999	NA	850047	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	NA	NA	NA	NA	91529953	91529953	92379999	92379999	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	0	0	HomoDel
X	92380000	120709977	NA	28329978	255716	1.02045222	255716	212	437	mappable	0.22942500	NA	NA	NA	NA	NA	NA	NA	92380000	92380000	120709955	120709977	0.15319585	1	352381.57	15.1020674	0.8903000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	120709978	120749990	NA	40013	408	1.10571521	408	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	120709978	120710000	120749906	120749990	NA	missing	372676.50	NA	0.9625000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
X	120749991	154929639	NA	34179649	311086	1.00911531	311086	346	560	mappable	0.18147500	NA	NA	NA	NA	NA	NA	NA	120749991	120750075	154929639	154929639	0.07773247	1	346984.44	17.3492222	0.8807000	NA	NA	NA	NA	NA	1	NA	1	1	TCNneutral
Y	2653090	2919837	NA	266748	293	0.02705572	293	0	2	mappable	NA	NA	NA	NA	NA	NA	NA	NA	2653090	2653090	2919837	2919837	NA	missing	19345.29	NA	0.0491000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
Y	3712028	3719919	NA	7892	141	0.48088629	141	123	3	mappable	0.90328953	NA	NA	NA	NA	NA	NA	NA	3712028	3712028	3719919	3719919	0.98375997	2	361630.00	34.1539444	0.4334000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
Y	6420014	10069977	NA	3649964	6072	0.02622907	6072	32	42	mappable	0.98474773	NA	NA	NA	NA	NA	NA	NA	6420014	6420014	10069977	10069977	0.93733460	2	19039.45	1.8219989	0.0484000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
Y	13130467	13560035	NA	429569	1359	0.42679979	1359	58	75	mappable	0.93125000	NA	NA	NA	NA	NA	NA	NA	13130467	13130467	13479989	13560035	0.77486669	2	223886.55	18.8607461	0.3876000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
Y	13859965	13935606	NA	75642	686	0.47167505	686	40	52	mappable	0.78432059	NA	NA	NA	NA	NA	NA	NA	13859965	13860001	13869981	13935606	0.87299161	2	268595.56	23.6312440	0.4256000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
Y	13935607	19558992	NA	5623386	5696	0.02575670	5696	4	4	mappable	0.73911429	NA	NA	NA	NA	NA	NA	NA	13935607	14001232	19558992	19558992	NA	missing	18936.49	0.2536136	0.0480000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
Y	20802956	23808171	NA	3005216	2840	0.02599289	2840	8	13	mappable	1.00005000	NA	NA	NA	NA	NA	NA	NA	20802956	20802956	23808171	23808171	NA	missing	19041.76	0.7934068	0.0482000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
Y	24381338	24508205	NA	126868	228	0.02528433	228	0	0	mappable	NA	NA	NA	NA	NA	NA	NA	NA	24381338	24381338	24508205	24508205	NA	missing	18633.09	NA	0.0476000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
Y	28780461	28789809	NA	9349	78	0.42927974	78	2	8	mappable	0.57951540	NA	NA	NA	NA	NA	NA	NA	28780461	28780461	28789809	28789809	NA	missing	267705.71	10.8938010	0.3897000	NA	NA	NA	NA	NA	0	NA	0	0	HomoDel
